Message,Prediction,Topic
"

In article <1993Apr22.001642.9186@omen.UUCP> caf@omen.UUCP (Chuck Forsberg WA7KGX) writes:

>>>>Can you provide a reference to substantiate that gaining back
>>>>the lost weight does not constitute ""weight rebound"" until it
>>>>exceeds the starting weight?  Or is this oral tradition that
>>>>is shared only among you obesity researchers?
>>>
>>>Annals of NY Acad. Sci. 1987
>>>
>>Hmmm. These don't look like references to me. Is passive-aggressive
>>behavior associated with weight rebound? :-)
>
>I purposefully left off the page numbers to encourage the reader to
>study the volumes mentioned, and benefit therefrom.
>

Good story, Chuck, but it won't wash.  I have read the NY Acad Sci
one (and have it).  This AM I couldn't find any reference to
""weight rebound"".  I'm not saying it isn't there, but since you
cited it, it is your responsibility to show me where it is in there.
There is no index.  I suspect you overstepped your knowledge base,
as usual.








-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" 
----------------------------------------------------------------------------
",M,M
"

michael@iastate.edu (Michael M. Huang) writes:

> MSG is common in many food we eat, including Chinese (though some oriental
> restaurants might put a tad too much in them).  I've noticed that when I
> go out and eat in most of the Chinese food restaurants, I will usually get
> a slight headache and an ununsual thirst afterwards.  This happens to many
> of my friends and relatives too.  And, heh, we eat Chinese food all the
> time at home :) (but we don't use MSG when we're cooking for ourselves)

        Heck, I seem to feel like that *every* time I eat out. Including 
in the cafeteria at work. About half the time, the headache intensifies 
until nothing will make it go away except throwing up. Ick.

        As you might imagine, I don't eat out a lot. I guess my tolerance 
for food additives has plummeted since I switched to eating mostly 
steamed veggies. They're easy to fix, that's all.

        I won't even mention what happened the last time I ate corned 
beef. (Oops. Too late.)


 The Graphics BBS  908/469-0049  ""It's better than a sharp stick in the eye!"" 
 ============================================================================
 Internet: lim@graphics.rent.com (Julie Lim)
     UUCP: rutgers!bobsbox!graphics!lim
",M,M
"
Message-ID: <1qs0qi$9ll@usenet.INS.CWRU.Edu>
NNTP-Posting-Host: slc10.ins.cwru.edu


I recently bought an apparantly complete Expansion Chassis by Mountain
Computer Inc.  It consists of a box with 8 Apple ][+ compatible slots,
powersupply brick, interface card and ribbon cable to attach it to the computer
to be expanded.  There was also included a small card with empty sockets on top
and pins on the bottom that looks like it would plug into the ][+ motherboard
somewhere after pulling a chip.  There's an empty socket also on the interface
card and a short 16-pin DIP jumper like the ones used with ][+ language cards.
 
This technological marvel came with no docs and I haven't a clue as how to hook
this thing up.  If anyone has docs and/or users disk of any sort for this I
could really use copies of them or at least some help.
 
I need to know:
 
o How to orient the ribbon cable between the card and the chassis.
o How to attach the short cable from the motherboard to the card
  and if the small card is used.
o The purposes of the various jumper-pins on the card (it has more
  of those than my CMS SCSI card!)
 
 
thanks                                          John Daniels
                                                ah499@cleveland.freenet.edu
 
",E,E
"


I was having a look through a couple of components catalogues when I
came across a range of Peltier Effect heat pumps intended for cooling
components.  For those who have not heard of this effect, you put a
current through one of these devices, and it pumps heat from one side
to the other.  Reverse the current and you reverse the effect.  I
think a temperature difference can give you an EMF as well.

Anyway, it struck me that you could make a nice cool/hot box for
picnics with one of these, a power regulator, a thermostat and a
couple of heat sinks.  The biggest device can shift 60W with an
efficiency of 80-90%, which ain't bad (although it would flatten my
car battery in about half an hour).

Unfortunately the catalogue didn't list anything more than the basic
specs as a heat pump.  I imagine that you would get a back-EMF as the
temperature gradient across the device increases.  If so, presumably
its power decreases as the back-EMF increases, until eventually we
have a steady state with no current being consumed (assuming no
leakage).  If so, then the final temperature difference between the
two sides could be set by the supply voltage and nothing more
(although that would be a lousy way to control it).

What I would like to know is:

1: Are the above guesses correct?

2: What is the open-circuit thermal resistance of a typical device?
   (I just want to be sure that my coolbox is not going to get warm
   too fast when I unplug it)

3: How does a Peltier Effect heat pump actually work?  It looks like
   magic!

4: Why don't they use these things in domestic fridges/freezers?


Thanks in advance,

Paul.

Paul Johnson (paj@gec-mrc.co.uk).	    | Tel: +44 245 73331 ext 3245
--------------------------------------------+----------------------------------
These ideas and others like them can be had | GEC-Marconi Research is not
for $0.02 each from any reputable idealist. | responsible for my opinions
",E,E
"
Message-ID: <1qk9qoINNdfl@controversy.math.lsa.umich.edu>
NNTP-Posting-Host: sirius.math.lsa.umich.edu

1. Can low Voltage lights be controlled with an X10  module by putting it 
before the transformer? It seems to work, even the dimmer works. Not very 
reliable. Will it damage the module? Can it be done reliably?

2. I put a motion switch (Heath) to a low voltage light, it worked but now it is
broken, too much current? How can I get arround that? 
  
3. How can I increase the intensity of a light using the X10 PC computer
interface without having it go 100% on first and then down. I am doing
my own programing, not the X10 program.

Thanks   C. Montenegro 
",E,E
"


Does anyone out there know of any products using Motorola's Neuron(r) chips MC143150 or MC143120. If so, what are they and are they utilizing Standard Network Variable Types (SNVT)?
_________________________________________________________________________________

Ted Van Den Heuvel   heuvel@neptune.iex.com
KX5P
",E,E
"

In article <C5quI4.4CF@spk.hp.com> borowski@spk.hp.com (Don T. Borowski)  
writes:
> Dean Anneser (anneser@pwa-b.uucp) wrote:
> : My 9 yr old son has signed up to do a science report on batteries.  I  
was
> : wondering if anyone could provide me with some information as to how  
to
> : construct a home-built battery.  In my grade school days, I remember 

(snip!)

I haven't been following this, so I'm sorry if somebody already mentioned  
this, but you could grab a lemon (I think potatoes work too, but I'm not  
sure), a strip of copper, and a strip of zinc (I think you can get the  
metal in a hardware store or hobby shop, maybe??).  Stick the strips in  
the lemon (so they don't touch!) and you'll get a measurable voltage (not  
a lot, but, hey, it's a lemon :-)  ).  As I recall we had to hook  
something like ten of these things to get an appreciable amount of  
current, because of the mondo internal resistance, but if you just need a  
demo you might get it to run a tiny fan or something! :-)


Mark S. Underwood
EE Student, University of Kentucky
Lab Assistant, Boyd Hall Microlab 
	(a tiny little division of UK Library Microlabs)
E-Mail:  msunde01@mik.uky.edu


",E,E
"

In article <1993Mar29.181406.11915@iscsvax.uni.edu> klier@iscsvax.uni.edu writes:

>
>Multiple drug resistance in TB is a relatively new phenomenon, and
>one of the largest contributing factors is that people are no longer
>as scared of TB as they were before antibiotics.  (It was roughly as
>feared as HIV is now...)
>

Not that new.  20 years ago, we had drug addicts harboring active TB
that was resistant to everything (in Chicago).  The difference now
is that such strains have become virulent.  In the old days, such
TB was weak.  It didn't spread to other people very easily and just
infected the one person in whom it developed (because of non-compliance
with medications).  Non-compliance and development of resistant strains
has been a problem for a very long time.  That is why we have like 9
drugs against TB.  There is always a need to develop new ones due to
such strains.  Now, however, with a virulent resistant strain, we
are in more trouble, and measures to assure compliance may be necessary
even if they entail force.

-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" 
----------------------------------------------------------------------------
",M,M
"
News-Software: VAX/VMS VNEWS 1.41
Nntp-Posting-Host: ubvmsd.cc.buffalo.edu


	Im designing a circuit with just a silicon diode. I dont need
to modify any of the parameters. But the problem will not accept the following
statement
		
		.model diode D

        The pspice book I have is terrible. I would appreciate any help.


                                  Neil Gandler
 _____________________________________________________________________________
       Gandler Electronics
                            Home Automation & electronic design technology
 _____________________________________________________________________________
",E,E
"

Has anyone done a model of the 52 pin version of the 68hc11?  It doesn't
seem to be too big a job, but if someone else has already done it ...

many thanks
Ken Martin
",E,E
"

 
        On an A/D board I've got, I'm using the A/D lines.  It measures 
the voltages properly, ie: with a 7v power supply it reg's 7v and with 
5v, it reg's 5v.  Problem is when I've got the input voltage, and I wish 
to lower it via a resistor.  The sensitivity of the board is so great 
that I can triger it with holding the 5/7v wire in one hand, and touch 
the probe and it will register the full input voltage.  A 1m resistor 
only lowers voltage by .1v so this is not too feesable. 
 
                What could the problems be and what else could I use
to lower the input voltage?  (btw I've got it grounded correctly)
 
 
  _________________________________________________
  Inspiration  |   ___                             |
  comes to     |  \   o  baden@sys6626.bison.mb.ca |
  those who    | (  ^  ) baden@inqmind.bison.mb.ca |
  seek the     |   /-\      =] Baden de Bari [=    |
  unknown.     |                                   |
  ------------------------------------------------- 
 
",E,E
"

[reply to aldridge@netcom.com (Jacquelin Aldridge)]
 
>Medicine is not a totally scientific endevour.
 
The acquisition of scientific knowledge is completely scientific.  The
application of that knowledge in individual cases may be more art than
science.
 
>There are diseases that haven't been described yet and the root cause
>of many diseases now described aren't known. (Read a book on
>gastroenterology sometime if you want to see a lot of them.) After
>scientific methods have run out then it's the patient's freedom of
>choice to try any experimental method they choose. And it's well
>recognized by many doctors that medicine doesn't have all the answers.
 
Certainly we don't have all the answers.  The question is, what is the
most reliable means of acquiring further medical knowledge?  The
scientific method has proven itself to be reliable.  The *only* reason
alternative therapies are shunned by physicians is that their
practitioners refuse to submit their theories to rigorous scientific
scrutiny, insisting that ""tradition"" or anecdotal evidence are
sufficient.  These have been shown many times in the past to be very
unreliable ways of acquiring reliable knowledge.  Crook's ideas have
never been backed up by scientific evidence.  His unwillingness to do
good science makes the rest of us doubt the veracity of his contentions.
 
David Nye (nyeda@cnsvax.uwec.edu).  Midelfort Clinic, Eau Claire WI
This is patently absurd; but whoever wishes to become a philosopher
must learn not to be frightened by absurdities. -- Bertrand Russell
",M,M
"
Nntp-Posting-Host: mars.calstatela.edu

Recently, my video monitor went dead, no picture, some low distorted sound.
I didn't hear the tell-tale cracking that indicated HV at work, nor are the
filaments at the far end of the tube glowing orange, just nothing.

On examining the power board, I noticed the largest capacitor with a very
bad bulge at the top.  Naturally, I want to replace it, but I can't find
any sources.

The electrolytic capacitor is 330 mF at 250WV.  It has radial leads, and is
roughly 1 1/2 inches long, 1 1/8"" wide.  The dimensions are important since
the whole board fits in a metal cage, leaving little room.

Living in the Los Angeles area, I've been to numerous stores (Dow Radio,
All Electronics, ITC Elect, Sandy's, Yale Elect) with empty hands.

Can anyone suggest sources for high-voltage capacitors?  Mail order is 
fine, although I'd rather check out a store to compare the can.  I'm going
to try a video electronics store, hopefully they'll have HV caps.

(By the way, the monitor is a ATARI SC1224, Goldstar circuitry, Masushita
tube.  Anyone else had problems?)

Thanks in advance,
Rich K.

email>  rkim@opus.calstatela.edu
",E,E
"

I keep finding these programmers in local junk shops. This may
mean that they are indeed junk - but i'd like to hear from anyone 
else that may have met up with them. The basic device is a
""Data I/O 29A universal programmer"", and the usual pod is a 
""LogicPak 303A-Vo4"" with a ""303A-001"" programming tester/
adapter. I'd really like to hear from anyone who knows whether
these monsters are worth bothering with. All i want to do is blast
PALCE22V10s. - Ideas, folks
Mike.
",E,E
"
Message-ID: <1qpgsiINN31p@diplodocus.cis.ohio-state.edu>
References: <120466@netnews.upenn.edu> <1993Apr15.100452.16793@csx.cciw.ca>
NNTP-Posting-Host: diplodocus.cis.ohio-state.edu

>>	I was wondering if people had any good uses for old
>>256k SIMMs.  I have a bunch of them for the Apple Mac
>>and I know lots of other people do to.  I have tried to
>>sell them but have gotten NO interest.

How hard would it be to somehow interface them to some of the popular 
Motorola microcontrollers.  I am a novice at microcontrollers, but I am
starting to get into them for some of my projects.  I have several 256k
SIMMs laying around from upgraded Macs and if I could use them as ""free""
memory in one or two of my projects that would be great.  One project that
comes to mind is a Caller ID device that would require quite a bit of RAM
to store several hundered CID records etc...

                                                             - Dan
-- 
             Daniel Joseph Rubin     rubin@cis.ohio-state.edu 
     
                       GO BENGALS!      GO BUCKS!
",E,E
"
",E,M
"

L(>  levin@bbn.com (Joel B Levin) writes:
L(>  John Badanes wrote:
L(>  |JB>  1) Ron...what do YOU consider to be ""proper channels""...
L(>  
L(>  |  I'm glad it caught your eye. That's the purpose of this forum to
L(>  | educate those, eager to learn, about the facts of life. That phrase
L(>  | is used to bridle the frenzy of all the would-be respondents, who
L(>  | otherwise would feel being left out as the proper authorities to be
L(>  | consulted on that topic. In short, it means absolutely nothing.
L(>  
L(>  An apt description of the content of just about all Ron Roth's 
L(>  posts to date.  At least there's entertainment value (though it 
L(>  is diminishing).

     Well, that's easy for *YOU* to say.  All *YOU* have to do is sit 
     back, soak it all in, try it out on your patients, and then brag
     to all your colleagues about that incredibly success rate you're
     having all of a sudden...

     --Ron--
---
   RoseReader 2.00  P003228: For real sponge cake, borrow all ingredients.
   RoseMail 2.10 : Usenet: Rose Media - Hamilton (416) 575-5363
",E,M
"

AllThe Devil ReincarnateSWR meter for CB radios

TD>From: ssave@ole.cdac.com (The Devil Reincarnate)
TD>Organization: CDAC, WA
TD>What
TD>is a good choice for a CB? 1/4 or 1/8 wave?
TD>  I read the installation instructions on a 1/4 wave antenna,
TD>and they suggested that I use an SWR to tune it at channel 12
TD>and channel 32 for a minimum reading.  Question is, why channel
TD>12 and 32?

The best antenna is one that will let out the most wave (probably not the 
best explanation, but the rest makes sense) A one wave will cancell itself 
out (BTW no such beastie) . The best is a 1/2 wave antenna, followed by 
1/4, then 1/8 etc.

As for SWRing in, what you actually do is trim the antenna to the correct 
length for the specific wavelength you will be transmitting on. Since the 
wavelength varies with the channel you use, then it's recommended to SWR 
in using the middle channel of those you are going to use.
Anyway in the beginning of CB's, all new antennas had to be SWR'ed in, 
nowdays manufactures trim the antennas almost spot on, so that there's not 
much point in SWRing. Then again you may be a fanatic and whish to do it 
anyway.

Cheers 
Peter T.

",E,E
"

In article rind@enterprise.bih.harvard.edu (David Rind) writes:

>Do you believe that any quacks exist?  How about quack diagnoses?  Is
>being a ""licensed physician"" enough to guarantee that someone is not
>a quack, or is it just that even if a licensed physician is a quack,
>other people shouldn't say so?  Can you give an example of a
>commonly diagnosed ailment that you think is a quack diagnosis,
>or have we gotten to the point in civilization where we no longer
>need to worry about unscrupulous ""healers"" taking advantage of
>people.


I would say there are also significant numbers of unscrupulous doctors (of
the squeaky-clean, traditional crew-cut, talk to the AMA before starting
any treatment, kind) who recommend treatments that, though ""accepted"", may
not be necessary for the patient at the time.  And all for making a quick
buck.  I would not be surprised if the cost of medical services in the U.S. is
significantly inflated by these ""quacks of a different color"".  In fact, I'd
say these doctors are the most dangerous since they call into question the
true focus of the medical profession.  The AMA and the Boards should focus
on these ""quacks"" instead of devoting unbelievable energy on 'search-and-
destroy-missions' to pull the licenses of those doctors who are trying non-
traditional or not fully accepted treatments for their desperate patients
that traditional/accepted medicine cannot help.


***************************************************
Now to make a general comment on many recent posts:
***************************************************

Lately I've seen the word ""quack"" bandied about recklessly.  When a doctor or
doctor-wanna-be has decided to quit discussing any controversial medical
subject in a civilized manner, all he/she has to do is say ""quack-quack"" and
somehow they magically expect the readership of this newsgroup to roll over
on their backs and pee-pee on themselves in obedience.  What do they teach
you in medical school - how to throw your authority around?

Let me put it another way to make my point clear:  ""quack"" is a nebulous word
lacking in any precision.  Its sole use is to obfuscate the issues at hand.
The indiscriminate use of this word is a sure sign of incompetency;  and coming
from any medical doctor (or wanna-be), where competency is expected, is real
scary.

But what do I know, I've already been diagnosed by the sci.med.gods in this
newsgroup as being 'anal retentive', and 'psychotic'.  I look forward to more
net.diagnoses.  Hey, they're free.


Jon ""Quacks 'R Us"" Noring


(p.s., may I suggest - seriously - that if the doctors and wanna-be-doctors on
the net who refuse to have an open mind on alternative treatments and
theories, such as the ""yeast theory"", should create your own moderated group.
You can call it sci.med.traditional.moderated or sci.med.AMA-approved, so you
can keep anal-retentives like me out of it.)

-- 

Charter Member --->>>  INFJ Club.

If you're dying to know what INFJ means, be brave, e-mail me, I'll send info.
=============================================================================
| Jon Noring          | noring@netcom.com        |                          |
| JKN International   | IP    : 192.100.81.100   | FRED'S GOURMET CHOCOLATE |
| 1312 Carlton Place  | Phone : (510) 294-8153   | CHIPS - World's Best!    |
| Livermore, CA 94550 | V-Mail: (510) 417-4101   |                          |
=============================================================================
Who are you?  Read alt.psychology.personality!  That's where the action is.
",M,M
"

I've recently picked up some TIL311 display chips, but I can't find
any information on them.  It seems they are no longer made by TI, and
I don't have an old enough data book.  :-(

It appears to have a dot-matrix led display capable of showing one hex
digit.  It is in a 14 pin DIP package, but pins 6, 9, and 11 are not
present.

If you have any information on this part (pinout, power requirments,
functions, ...) please send me e-mail.

Thank You,

-- 
Gary Segal                             Motorola Inc.            
segal@oscar.rtsg.mot.com               Cellular Infrastructure Division
	--- we are standing here only to gaze at the wind ---
",E,E
"


C >Hi:
C >I have a 486DX2-66MHz computer to use with an A/D board
C >for data acquisition on an AT bus...I'm having problems.
C >The AT bus runs at 12.5 MHz - correct?  So there should
C >be no bus speed conflict. But I read somewhere that the
C >new 486DX2-66 MHz CPU runs on a 33 MHz bus - is that for
C >the local bus or the AT bus also - if so then I have a problem.
C >^^^^^^^^^^^^^^^^^^^^^^^^^^^
C >When I run on non-turbo-mode the speed goes to 8 MHz and the
C >A/D doesn't work.  Please mail your views!  Thanks.
C >Vincent
C >cyl5@musica.mcgill.ca
C >

The STANDARD AT bus (ISA) runs at 8MHz, not 12.5 MHz, but some 
non-stnadard ISA buses do have higher clock rates, but be careful, since 
some boards don't work with faster than standard rates.  For instance, my 
486 has adjustable AT bus speeds, and my PAS16 audio card chokes when I do 
AD data acquisition with a bus speed faster than 10MHz.

The fact that non-turbo-mode speed A/D doesn't work is weird.  You may 
have a motherboard with a hardware 'bug'.  

33 MHz bus on the 486DX2 66 does refer to the local bus.  FYI: the AT bus 
operates asynchronously, and is linked to the local bus via a 'bus 
interface', which is one function that your 'chipset'.

-rdd

---
 . WinQwk 2.0b#0 . Unregistered Evaluation Copy
 * KMail 2.95d W-NET HQ, hal9k.ann-arbor.mi.us, +1 313 663 4173 or 3959
                                                     
----
| HAL 9000 BBS:  QWK-to-Usenet gateway  | Four 14400 v.32bis dial-ins    |
| FREE Usenet mail and 200 newsgroups!  | PCBoard 14.5aM * uuPCB * Kmail |
| Call +1 313 663 4173 or 663 3959      +--------------------------------+
| Member of EFF, ASP, ASAD  * 1500MB disk * Serving Ann Arbor since 1988 |
",E,E
"

Hi,

Right now I should do some characterization of opamps. Because I don't  
have
special equipment for this task, I have to do this job with relativly  
simple
equipments (Frequency sweeper, DSO, etc.). 
Does anyone know good test circuitry for characterization of opamps? 
Especially for measuring open-loop gain, phase margin, PSSR, CMMR and so  
on.
Are there any books or application notes on this subject available?

Please reply vi e-mail or nn.

Thanks
Mark

__________________________________________________________________________ 
_____
Mark Niederberger
E-mail: mniederb@itr.ch
__________________________________________________________________________ 
_____
",E,E
"

In article <C5r60r.4ID@megatest.com>, alung@megatest.com (Aaron Lung) writes:
> In article <C5qsBF.IEK@ms.uky.edu> billq@ms.uky.edu (Billy Quinn) writes:
>>I built a little project using the radio shack 5vdc relays to switch
>>audio.  I got pretty bad 'clicks' when the thing switched.  I was doing
>>most of the common things one is supposed to do when using relays and
>>nothing seemed to get rid of the clicks.
>>
>>
>>My question is:
>>
>>	Is there a good relay/relay circuit that I can use for switching
>>audio, so that there will be *NO* noise of any kind on the audio lines.
>>
>>
>>I will appreciate any advice or references to advice.  Also, exact part
>>numbers/company names etc. for the relays will help!
> 
> Are you switching high level signals or low level signals like pre-amp
> out level signals?  Also, are the clicks you mentioning the big
> clack that happens when it switches or are you refering to contact
> bounce?  How are you driving the relays?  TTL gate output?  Switching
> transistor?  How are the relays connected to what you are driving?
> 
> Need more specifics to answer your question!! :-)

As a general rule, no relay will cleanly switch audio if you try to tranfer
the circuit with the contacts.  The noise you hear is due to the momentary
opening and closing of the path.

The noiseless way of transfering audio is to ground the circuit.  In high
impedance audio circuits a resistive ""T"" is constructed close to characteristic
impedance of the circuit.  Grounding the imputs (connected to the T) transfers
the audio.

In low impedance circuits transformers are usually used, and the inputs are
shorted out or grounded.  Secondaries are paralleled at the characteristic
impedance.

Sometimes if it is necessary to actually switch audio, a second contact is used
to momentarily short the circuit output for the duration of the switching time.

Telephone relays are handy, because contacts can be adjusted to ""Make before
break and Vica Versa"" but I haven't seen any of these for years.

Nowadys switching is done electronically with OP amps, etc.

A novel circuit I used to build was a primitive ""optical isolator"".. It consists
of a resistive photocell and a lamp, all packaged in a tube.  When the lamp is
off the cell is high resistance.  Turn the lamp on and the resistance lowers
passing the audio.  Once again this device in a ""T"" switches the audio.  Varying
the lamp resistance give a remote volume control.  Use 2 variable resisters and
you have a mixer!

Lots of luck!
-- 
73, Tom
================================================================================
Tom Wagner, Audio Visual Technician.  Malaspina College Nanaimo British Columbia
(604)753-3245, Loc 2230  Fax:755-8742  Callsign:VE7GDA Weapon:.45 Kentucky Rifle
Snail mail to:  Site Q4, C2.   RR#4, Nanaimo, British Columbia, Canada, V9R 5X9  

I do not recyle.....   I keep everything!       (All standard disclaimers apply)
================================================================================
",E,E
"

In article <cantrell.735330560@sauron.msfc.nasa.gov> cantrell@sauron.msfc.nasa.gov (Eric Cantrell) writes:
>Awhile back someone posted some information on where you can get
>kits to build an EEG.  Does anyone remember where you could get
>this.  I'm very interested in getting some info on this.  Thanks 
>in advance.
>
>eric
>
>cantrell@sauron.msfc.nasa      
>

Contact Circuit Cellar Inc., 4 Park St. - Suite 12, Vernon, CT 06066
(203)875-2751, FAX (203)872-2204 and inquire about HAL-4 EEG Biofeedback
Brainwave Analyzer.  

In addition, if you want to build your own system from board-level compo-
nents (biosignal amplifiers, analog isolators and isolated multiplexers)
you can contact The Davron Group,P.O. Box 237, Deerfield, IL  60015
FAX (708)948-9290.

- David


+------------------------------------------------------------+
|  David Prutchi                 HC1DT                       |
|  Washington University         <prutchi@mesun4.wustl.edu>  |
|  Campus Box 1185               <dp@cec1.wustl.edu>         |
|  One Brookings Drive                                       |
|  St. Louis, MO  63130-4899                                 |
+------------------------------------------------------------+
",E,E
"


    I was wondering if anyone out there in net-land knew of a SIMPLE
way to make a 4-band equalizer (single channel).  I need it to accept
LINE inputs (tape deck, CD player, etc.) and output to the same! So
input impedance should equal output impedance.  Also, since I am driving
a line, I would need 1 volt p-p output.  Final requirement is that I
can either:
	      1. Control it digitally
			OR
	      2. Control it easily, or with few resistors

FINALLY - If anyone knows of any FILTER or EQUALIZER chips, that might
be useful, please let me know. (I have seen a couple of them from NATIONAL,
and MAXIM).  Thanks in advance,
				  Martin
",E,E
"

In article <C52DsD.7pB@compsci.liverpool.ac.uk> scst83@csc.liv.ac.uk (Chris Smith) writes:

> I'm looking to build a DSP for guitar processing. Hence lots of background
> information would be really useful !
> 
> If anyone's got any info, could they email.....

Well, I'm not sure I'd use this to process a guitar but there was a audio
filter DSP construction article in the Sept 92 issue of QST magazine (Ham Radio
oriented).  The DSP is available in kit form for about $120.

This particular DSP filter was targetted toward processing audio to remove
noise (static).  I built it and it really works well.  The source code is
available too.  It makes a noisy audio signal much easier to hear.  Note that
this is for communication applications and is not ""high fidelity"".



--
- - - - - - - - - - - - - - - - - - + - - - - - - - - - - - - - - - - - +
Mike Linnig, Texas Instruments Inc. | 97.43% of all statistics are made |
Phone: (214) 575-3597  CALL: N5QAW  | up; most of them (83.6 percent)   |
Internet: mike.linnig@dseg.ti.com   | are wrong.                        |
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

",E,E
"

donrm@sr.hp.com (Don Montgomery) writes:


>Radio Shack has canceled their ""Battery of the Month"" Club.  Does 
>anyone know why?  

>They say they'll honor existing cards in customer hands, but no new
>cards will be issued.

I was told that this is an environmental based move.  I was also told that
there will be 'somthing' else to replace the battery club.  Like maybe
the 360K floppy club ;-).

We'll see ....
-- 
*-----------------------------------------------------------------------*
*	Bill Quinn			billq@ms.uky.edu		*
*-----------------------------------------------------------------------*
",E,E
"
Message-ID: <1993Apr19.161519.1@venus.iteb.serpukhov.su>
NNTP-Posting-Host: venus.iteb.serpukhov.su

I am very interested in investigations of starvation for improving health.
I am the young Russian reseacher  and have highest medical education
 and expierence in reseach work in biological field and would like
 to work on this problem.
Can anybody send me the adresses of the hospitals or Medical Centers where  
scientific problems of human starvation for the health are investigated?  
Also I would like to set scientific contacts with colleagues who
deals with investigations in this field.
I would be very appreciated anyone reply me. 

Pls, contact by post: 142292, Russia, 
                        Moscow Region,
                        Puschino,
                        P.O. box 46, 
                        for Kravchenko N.      ;

       or by e-mail: kutuzova@venus.iteb.serpukhov.su
                                           
                                            Thank you advance,   
                                             Natalja Kravchenko.
  
 
                






",M,M
"

I hope this is the correct newsgroup for this.

What is the scoop on Methanol and its future as an alternative fuel for
vehicles ?  How does it compare to ethanol ?

There was some news about health risks involved.  Anybody know about
that.  How does the US Clean Air act impact the use of Methanol by the
year 1995 ?

I think its Methyl Tertiary butyl ether which the future industries will
use as a substitute for conventional fuels.

There is company Methanex which produces 12% of the world's supply of
Methanol. Does anybody know about it ?

Please reply by e-mail as I do not read these newsgroups.

Thanks in advance.
--
Vilok Kusumakar                    OSI Protocols for tomorrow......
vilok@bnr.ca                       Bell-Northern Research, Ltd.
Phone: (613) 763-2273              P.O. Box 3511, Station C 
Fax:   (613) 765-4777              Ottawa, Ontario, K1Y 4H7
",E,M
